"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"This [[flick]] is a [[waste]] of [[time]].I expect from an action movie to have more than 2 explosions and some shooting.Van Damme's acting is [[awful]]. He never was much of an [[actor]], but here it is [[worse]].He was definitely better in his earlier movies. His screenplay [[part]] for the [[whole]] movie was probably not more than one page of [[stupid]] nonsense one liners.The whole dialog in the film is a disaster, same as the plot.The title ""The Shepherd"" makes no sense. Why didn't they just call it ""Border patrol""? The fighting scenes could have been [[better]], but either they weren't able to afford it, or the fighting choreographer was suffering from lack of ideas.This is a [[cheap]] [[low]] type of action cinema.","This [[snap]] is a [[languish]] of [[metre]].I expect from an action movie to have more than 2 explosions and some shooting.Van Damme's acting is [[awesome]]. He never was much of an [[histrion]], but here it is [[tough]].He was definitely better in his earlier movies. His screenplay [[partly]] for the [[solid]] movie was probably not more than one page of [[dullard]] nonsense one liners.The whole dialog in the film is a disaster, same as the plot.The title ""The Shepherd"" makes no sense. Why didn't they just call it ""Border patrol""? The fighting scenes could have been [[undecomposed]], but either they weren't able to afford it, or the fighting choreographer was suffering from lack of ideas.This is a [[brassy]] [[gloomy]] type of action cinema.",0.0007022619247436523,0.5861005187034607,0,1,0,990,"Successful"
"[[Blind]] Date (Columbia Pictures, 1934), was a decent film, but I have a few issues with this film. First of all, I don't fault the actors in this film at all, but more or less, I have a problem with the script. Also, I understand that this film was made in the 1930's and people were looking to escape reality, but the script made Ann Sothern's character look weak. She kept going back and forth between suitors and I felt as though she should have stayed with Paul Kelly's character in the end. He truly did care about her and her family and would have done anything for her and he did by giving her up in the end to fickle Neil Hamilton who in my opinion was only out for a good time. Paul Kelly's character, although a workaholic was a man of integrity and truly loved Kitty (Ann Sothern) as opposed to Neil Hamilton, while he did like her a lot, I didn't see the depth of love that he had for her character. The production values were great, but the script could have used a little work.","[[unreasoning]] Date (Columbia Pictures, 1934), was a decent film, but I have a few issues with this film. First of all, I don't fault the actors in this film at all, but more or less, I have a problem with the script. Also, I understand that this film was made in the 1930's and people were looking to escape reality, but the script made Ann Sothern's character look weak. She kept going back and forth between suitors and I felt as though she should have stayed with Paul Kelly's character in the end. He truly did care about her and her family and would have done anything for her and he did by giving her up in the end to fickle Neil Hamilton who in my opinion was only out for a good time. Paul Kelly's character, although a workaholic was a man of integrity and truly loved Kitty (Ann Sothern) as opposed to Neil Hamilton, while he did like her a lot, I didn't see the depth of love that he had for her character. The production values were great, but the script could have used a little work.",0.27430033683776855,0.5544148683547974,0,1,0,1113,"Successful"
"I first watched this movie back in the mid/late 80's, when I was a kid. We couldn't [[even]] [[get]] all the [[way]] through it. The dialog, the acting, everything about it was just beyond [[lame]].<br /><br />Here are a few examples... imagine these spoken real dramatically, way over-acted: ""Oreegon? You're going to Oreegon? Why would anyone want to go to Oreegon?""<br /><br />""Survivalists? Nobody ever told us about any survivalists!""<br /><br />This movie was SO [[bad]], my sister and I rented it again for her 16th birthday party, just so our friends could sit around and laugh at how [[awful]] it was. I don't think we were able to [[finish]] it then either!","I first watched this movie back in the mid/late 80's, when I was a kid. We couldn't [[still]] [[catch]] all the [[room]] through it. The dialog, the acting, everything about it was just beyond [[game]].<br /><br />Here are a few examples... imagine these spoken real dramatically, way over-acted: ""Oreegon? You're going to Oreegon? Why would anyone want to go to Oreegon?""<br /><br />""Survivalists? Nobody ever told us about any survivalists!""<br /><br />This movie was SO [[tough]], my sister and I rented it again for her 16th birthday party, just so our friends could sit around and laugh at how [[awesome]] it was. I don't think we were able to [[end]] it then either!",0.001135110855102539,0.9067584872245789,0,1,0,767,"Successful"
"I saw the Mogul Video VHS of this. That's another one of those old 1980s distributors whose catalog I wish I had!<br /><br />This movie was [[pretty]] [[poor]]. Though retitled ""Don't Look in the Attic,"" the main admonition that is repeated in this is ""Don't go to the villa."" Just getting on the grounds of the villa is a bad idea. A character doesn't go into the attic until an hour into the movie, and actually should have done it earlier because of what is learned there.<br /><br />The movie starts in Turin, Italy in the 1950s. Two men are fighting, and a woman is telling them the villa is making them do it. One man kills the other, then regrets it, and the woman pulls out the knife and stabs him with it. She flees the villa, and after she's left a chair moves by itself (what's the point of that?), but when in the garden a hand comes up through the ground and drags he into the earth.<br /><br />From there, it's the present day, thirty years later. There's a séance that appears suddenly and doesn't appear to have anything to do with the movie. The children of the woman from the prologue are inheriting the house. The main daughter is played by the same actress who played her mother. At least one of the two men from the prologue seems to reoccur as another character too. She's haunted by some warnings not to go to the villa, but they all do, since if they do not use it, they forfeit it. People die. A lawyer who has won all his cases tries to investigate a little. The ending is [[pretty]] [[poor]]. Why was the family cursed? An unfortunately [[boring]] movie.<br /><br />There's an amusing small-print disclaimer on the back of the video box that reads ""The scenes depicted on this packaging may be an artist's impression and may not necessarily represent actual scenes from the film."" In this case, the cover of the box is an illustration that does more or less accurately depict the aforementioned woman dragged underground scene, although there are two hands, and the woman is different. It's true, sometimes the cover art has nothing to do with the movie. I also recall seeing a reviewer who had a bad movie predictor scale, in which movies with illustrations on the cover instead of photos got at least one point for that.","I saw the Mogul Video VHS of this. That's another one of those old 1980s distributors whose catalog I wish I had!<br /><br />This movie was [[jolly]] [[short]]. Though retitled ""Don't Look in the Attic,"" the main admonition that is repeated in this is ""Don't go to the villa."" Just getting on the grounds of the villa is a bad idea. A character doesn't go into the attic until an hour into the movie, and actually should have done it earlier because of what is learned there.<br /><br />The movie starts in Turin, Italy in the 1950s. Two men are fighting, and a woman is telling them the villa is making them do it. One man kills the other, then regrets it, and the woman pulls out the knife and stabs him with it. She flees the villa, and after she's left a chair moves by itself (what's the point of that?), but when in the garden a hand comes up through the ground and drags he into the earth.<br /><br />From there, it's the present day, thirty years later. There's a séance that appears suddenly and doesn't appear to have anything to do with the movie. The children of the woman from the prologue are inheriting the house. The main daughter is played by the same actress who played her mother. At least one of the two men from the prologue seems to reoccur as another character too. She's haunted by some warnings not to go to the villa, but they all do, since if they do not use it, they forfeit it. People die. A lawyer who has won all his cases tries to investigate a little. The ending is [[somewhat]] [[short]]. Why was the family cursed? An unfortunately [[tire]] movie.<br /><br />There's an amusing small-print disclaimer on the back of the video box that reads ""The scenes depicted on this packaging may be an artist's impression and may not necessarily represent actual scenes from the film."" In this case, the cover of the box is an illustration that does more or less accurately depict the aforementioned woman dragged underground scene, although there are two hands, and the woman is different. It's true, sometimes the cover art has nothing to do with the movie. I also recall seeing a reviewer who had a bad movie predictor scale, in which movies with illustrations on the cover instead of photos got at least one point for that.",0.001713573932647705,0.6043161153793335,0,1,0,2252,"Successful"
"A group of heirs to a mysterious old mansion find out that they have to live in it as part of a clause in the will or be disinherited, but they soon find out of its history of everybody whom had lived there before them having either died in weird accidents or having had killed each other.<br /><br />You've seen it all before, and this one is too low-budget and slow paced to be [[scary]], and doesn't have any real surprises in the climax. No special effects or gore to speak of, in fact the only really amusing thing about the [[whole]] film is the quality of the English dubbing, which at times is as bad as a cheap martial arts movie.<br /><br />3 out of 10, pretty low in the pecking order of 80's haunted house movies.","A group of heirs to a mysterious old mansion find out that they have to live in it as part of a clause in the will or be disinherited, but they soon find out of its history of everybody whom had lived there before them having either died in weird accidents or having had killed each other.<br /><br />You've seen it all before, and this one is too low-budget and slow paced to be [[shivery]], and doesn't have any real surprises in the climax. No special effects or gore to speak of, in fact the only really amusing thing about the [[solid]] film is the quality of the English dubbing, which at times is as bad as a cheap martial arts movie.<br /><br />3 out of 10, pretty low in the pecking order of 80's haunted house movies.",0.006410479545593262,0.7296762466430664,0,1,0,640,"Successful"
"Now, I [[LOVE]] Italian horror films. The cheesier they are, the better. However, this is not cheesy Italian. This is week-old spaghetti sauce with [[rotting]] meatballs. It is [[amateur]] hour on every level. There is no suspense, no horror, with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. The ""special effects"" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around, and a string pulling bed sheets up and down. Oooh, can you feel the chills? The DVD quality is that of a VHS transfer (which [[actually]] helps the film more than hurts it). The dubbing is below even the lowest ""bad Italian movie"" standards and I gave it [[one]] star just because the dialogue is so hilarious! And what do we discover when she finally DOES look in the attic (in a scene that is daytime one minute and night the next)...well, I won't spoil it for anyone who really wants to see, but let's just say that it isn't very ""novel""!","Now, I [[dear]] Italian horror films. The cheesier they are, the better. However, this is not cheesy Italian. This is week-old spaghetti sauce with [[rot]] meatballs. It is [[recreational]] hour on every level. There is no suspense, no horror, with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. The ""special effects"" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around, and a string pulling bed sheets up and down. Oooh, can you feel the chills? The DVD quality is that of a VHS transfer (which [[really]] helps the film more than hurts it). The dubbing is below even the lowest ""bad Italian movie"" standards and I gave it [[unrivalled]] star just because the dialogue is so hilarious! And what do we discover when she finally DOES look in the attic (in a scene that is daytime one minute and night the next)...well, I won't spoil it for anyone who really wants to see, but let's just say that it isn't very ""novel""!",0.003097355365753174,0.6435829401016235,0,1,0,1072,"Successful"
"This [[cheap]], grainy-filmed Italian flick is about a couple of inheritors of a manor in the Italian countryside who head up to the house to stay, and then find themselves getting killed off by ghosts of people killed in that house.<br /><br />[[I]] wasn't [[impressed]] by this. It wasn't really that [[scary]], mostly just the way a [[cheap]] Italian film should be. A girl, her two cousins, and one cousin's girlfriend, head to this huge house for some reason (I couldn't figure out why) and are staying there, cleaning up and checking out the place. [[Characters]] [[come]] in and out of the film, and it's [[quite]] [[boring]] at points, and the majority of [[deaths]] are quite [[rushed]]. The girlfriend is hit by a car when fleeing the house after having a dream of her death, and the [[scene]] is quite good, but then things get slow again, until a confusing end, when the male cousins are killed together in some weird way, and this weirdo guy (I couldn't figure out who he was during the movie, or maybe I just don't remember) goes after this one girl, attacking her, until finally this other girl kills him off. Hate to give away the ending, but oh well. The female cousin decides to stay at the house and watch over it, and they show scenes of her living there years later. The end. You really aren't missing anything, and anyway, you probably won't find this anywhere, so lucky you.","This [[inexpensive]], grainy-filmed Italian flick is about a couple of inheritors of a manor in the Italian countryside who head up to the house to stay, and then find themselves getting killed off by ghosts of people killed in that house.<br /><br />[[unity]] wasn't [[shanghai]] by this. It wasn't really that [[shivery]], mostly just the way a [[punk]] Italian film should be. A girl, her two cousins, and one cousin's girlfriend, head to this huge house for some reason (I couldn't figure out why) and are staying there, cleaning up and checking out the place. [[role]] [[fare]] in and out of the film, and it's [[rather]] [[tire]] at points, and the majority of [[end]] are quite [[hasten]]. The girlfriend is hit by a car when fleeing the house after having a dream of her death, and the [[picture]] is quite good, but then things get slow again, until a confusing end, when the male cousins are killed together in some weird way, and this weirdo guy (I couldn't figure out who he was during the movie, or maybe I just don't remember) goes after this one girl, attacking her, until finally this other girl kills him off. Hate to give away the ending, but oh well. The female cousin decides to stay at the house and watch over it, and they show scenes of her living there years later. The end. You really aren't missing anything, and anyway, you probably won't find this anywhere, so lucky you.",0.0031319260597229004,0.6134949922561646,0,1,0,1594,"Successful"
"I just finished [[watching]] this movie and am disappointed to [[say]] that I didn't [[enjoy]] it a [[bit]]. It is so [[slow]] [[Slow]] and uninteresting. This [[kid]] from [[Harry]] Potter [[plays]] a shy teenager with an [[rude]] mother, and then one day the [[rude]] mother tells the kid to find a job so that they could accommodate an [[old]] guy apparently having no place to live has started to live with his family and therefore the kid goes to work for a [[old]] lady. And this [[old]] lady who is living all alone teaches him about girls, driving car and life! [[I]] couldn't [[get]] how an 18 year old guy enjoy spending time with an [[awful]] [[lady]] in her 80s. [[Sorry]] if my comments on this movie has bothered people who [[might]] have [[enjoyed]] it, I could be wrong as I am not British and may not understand the social and their family structure and way of life. Mostly the movie is [[made]] for the British audience.","I just finished [[catch]] this movie and am disappointed to [[tell]] that I didn't [[love]] it a [[piece]]. It is so [[easy]] [[slowly]] and uninteresting. This [[jolly]] from [[ravage]] Potter [[fun]] a shy teenager with an [[bad-mannered]] mother, and then one day the [[bad-mannered]] mother tells the kid to find a job so that they could accommodate an [[Old]] guy apparently having no place to live has started to live with his family and therefore the kid goes to work for a [[former]] lady. And this [[honest-to-goodness]] lady who is living all alone teaches him about girls, driving car and life! [[unity]] couldn't [[amaze]] how an 18 year old guy enjoy spending time with an [[tremendous]] [[ma'am]] in her 80s. [[dark]] if my comments on this movie has bothered people who [[mightiness]] have [[savour]] it, I could be wrong as I am not British and may not understand the social and their family structure and way of life. Mostly the movie is [[clear]] for the British audience.",0.0016060471534729004,0.6312791109085083,0,1,0,1583,"Successful"
"Ben, (Rupert Grint), is a deeply unhappy adolescent, the son of his unhappily married parents. His father, (Nicholas Farrell), is a vicar and his mother, (Laura Linney), is ... well, let's just say she's a somewhat hypocritical soldier in Jesus' army. It's only when he takes a summer job as an assistant to a foul-mouthed, eccentric, once-famous and now-forgotten actress Evie Walton, (Julie Walters), that he finally finds himself in true 'Harold and Maude' fashion. Of course, Evie is deeply unhappy herself and it's only when these two sad sacks find each other that they can put their mutual misery aside and hit the road to happiness.<br /><br />Of course it's corny and sentimental and very predictable but it has a hard side to it, too and Walters, who could sleep-walk her way through this sort of thing if she wanted, is excellent. It's when she puts the craziness to one side and finds the pathos in the character, (like hitting the bottle and throwing up in the sink), that she's at her best. The problem is she's the only interesting character in the film (and it's not because of the script which doesn't do anybody any favours). Grint, on the other hand, isn't just unhappy; he's a bit of a bore as well while Linney's starched bitch is completely one-dimensional. (Still, she's got the English accent off pat). The best that can be said for it is that it's mildly enjoyable - with the emphasis on the mildly.","Ben, (Rupert Grint), is a deeply unhappy adolescent, the son of his unhappily married parents. His father, (Nicholas Farrell), is a vicar and his mother, (Laura Linney), is ... well, let's just say she's a somewhat hypocritical soldier in Jesus' army. It's only when he takes a summer job as an assistant to a foul-mouthed, eccentric, once-famous and now-forgotten actress Evie Walton, (Julie Walters), that he finally finds himself in true 'Harold and Maude' fashion. Of course, Evie is deeply unhappy herself and it's only when these two sad sacks find each other that they can put their mutual misery aside and hit the road to happiness.<br /><br />Of course it's corny and sentimental and very predictable but it has a hard side to it, too and Walters, who could sleep-walk her way through this sort of thing if she wanted, is excellent. It's when she puts the craziness to one side and finds the pathos in the character, (like hitting the bottle and throwing up in the sink), that she's at her best. The problem is she's the only interesting character in the film (and it's not because of the script which doesn't do anybody any favours). Grint, on the other hand, isn't just unhappy; he's a bit of a bore as well while Linney's starched bitch is completely one-dimensional. (Still, she's got the English accent off pat). The best that can be said for it is that it's mildly enjoyable - with the emphasis on the mildly.",0.7387905120849609,0.7387905120849609,1,1,0,1,"Skipped"
"Every movie [[I]] have PPV'd because Leonard Maltin [[praised]] it to the skies has [[blown]] chunks! Every [[single]] [[one]]! When will I [[ever]] [[learn]]?<br /><br />Evie is a raving Old Bag who thinks nothing of saying she's dying of breast cancer to get her way! Laura is an insufferable Medusa filled with The Holy [[Spirit]] (and her hubby's protégé)! [[Caught]] between these [[harpies]] is Medusa's dumb-as-a-rock boy who has been pressed into weed-pulling servitude by The Old Bag!<br /><br />[[As]] I said, when will I ever [[learn]]?<br /><br />I was temporarily [[lifted]] out of my malaise when The [[Old]] Bag [[stuck]] her [[head]] in a sink, but, unfortunately, she did not die. [[I]] was temporarily lifted out of my malaise again when Medusa got mowed down, but, unfortunately, she did not die. It should be a [[capital]] [[offense]] to [[torture]] [[audiences]] [[like]] this!<br /><br />Without Harry Potter to kick him around, Rupert Grint is just a pair of big [[blue]] eyes that [[practically]] bulge out of its sockets. Julie Walters's scenery-chewing (especially the scene when she ""plays"" God) is even more shameless than her [[character]].<br /><br />At least this Harold [[bangs]] some bimbo [[instead]] of Maude. For that, I am truly grateful. And if you're reading this Mr. Maltin, you owe me $3.99!","Every movie [[ace]] have PPV'd because Leonard Maltin [[praise]] it to the skies has [[bungle]] chunks! Every [[exclusive]] [[ace]]! When will I [[always]] [[determine]]?<br /><br />Evie is a raving Old Bag who thinks nothing of saying she's dying of breast cancer to get her way! Laura is an insufferable Medusa filled with The Holy [[life]] (and her hubby's protégé)! [[captivate]] between these [[Harpy]] is Medusa's dumb-as-a-rock boy who has been pressed into weed-pulling servitude by The Old Bag!<br /><br />[[as]] I said, when will I ever [[hear]]?<br /><br />I was temporarily [[pinch]] out of my malaise when The [[sometime]] Bag [[get]] her [[question]] in a sink, but, unfortunately, she did not die. [[i]] was temporarily lifted out of my malaise again when Medusa got mowed down, but, unfortunately, she did not die. It should be a [[great]] [[law-breaking]] to [[torment]] [[consultation]] [[similar]] this!<br /><br />Without Harry Potter to kick him around, Rupert Grint is just a pair of big [[naughty]] eyes that [[much]] bulge out of its sockets. Julie Walters's scenery-chewing (especially the scene when she ""plays"" God) is even more shameless than her [[eccentric]].<br /><br />At least this Harold [[smasher]] some bimbo [[rather]] of Maude. For that, I am truly grateful. And if you're reading this Mr. Maltin, you owe me $3.99!",0.001697540283203125,0.5361864566802979,0,1,0,1704,"Successful"
